	og_sentence	label	aug_sentence
825	Oh the  - a gas hauling semi with FLAMMABLE signs all over it - and the driver is smoking. #truestory #I10 #Texas2015	2	Can you believe it? I saw a gas hauling semi with FLAMMABLE signs all over it, and the driver was smoking. #truestory #Texas2015
826	Produce all kinds of Creative Designs #hypebeast| http://t.co/FFr9n5OwyW http://t.co/BuXfJWZ4WC	0	Creating various creative designs to generate hype. #hypebeast
827	I have to say... I'm really excited about Brendan Fraser's birthday tomorrow. #BrendanFraserBirthdayBash	0	I must admit, I'm really excited about Brendan Fraser's birthday tomorrow. #BrendanFraserBirthdayBash
828	@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory	3	@Mike_Ashley_Out @towlawrian @nufcfans So, this is where he lost a couple of million to Lambias, right? It sounds like a ludicrous story.
829	there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker	0	Sometimes, we go through certain experiences that may harm us, but they serve as lessons to teach someone who is weaker.
830	"Welcome to metro RT @BallardHSSports: ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. """	1	Greetings to everyone joining us on the metro! Shoutout to Seattle Prep for finally subbing out their starters when they were up by 34 points with 3:30 left.
831	Days when you just want everyone to leave you alone  #in #a #good #mood #noHunting	0	Some days, you just want to be left alone and enjoy your good mood without any interruptions. No hunting for interactions or disturbances.
832	We spend our childhood in a hurry to grow up and when we grow up we want to retain our childlike nature! #justsaying  #lifegoals #kids	2	During our childhood, we eagerly want to grow up, but as adults, we desire to preserve our childlike qualities. Just a thought to ponder. Life goals: staying connected to our inner child.
833	It's been a great week for dictators.  Congrats North Korea and Cuba.	1	It has been a successful week for dictators. Congratulations to North Korea and Cuba on their achievements.
834	None of the big, disruptive innovations in our lives have come out of brainstorming. -Bruce Nussbaum http://t.co/ituc6zpusB	0	The significant and disruptive innovations that have shaped our lives did not originate from mere brainstorming sessions. - Bruce Nussbaum
835	Still up at 4 , work at 11 is gonna be prime	1	It's already 4 am, and I'm still awake. Going to work at 11 am is going to be interesting.
836	Glad to know my friends are supportive	1	I'm grateful to have supportive friends who are there for me.
837	@GetsThruBuckner no shit..it's called	0	No kidding, it's quite obvious...
838	It's not even 9 and I've already called the cops twice.. Damn I love my job :unamused_face:	1	It's not even 9 am, and I've already had to call the police twice. Oh, the joys of loving my job. <em>unamused face</em>
839	I love spending five hours a night doing homework! Please assign more teachers!	1	Spending five hours every night doing homework is just amazing! Please assign more teachers to keep the fun going!
840	@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD	0	@LipsbyCarla @IAmSteveHarvey, I have no intention of joining any group anytime soon. Why are these mature women competing against each other, like AKA vs DELTA? It's like crabs in a barrel. It's really sad.
841	I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly	3	I've noticed more and more people using the term #GamerGate, and it's surprising to admit, but they're actually using it incorrectly.
842	@Bungie @DestinyTheGame thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!	1	@Bungie @DestinyTheGame, thank you for featuring Plan C two weeks in a row! Your decision to remove exotic engrams is also fantastic!
843	And it's freezing, yay!  http://t.co/McQJBgNY1E	1	And it's extremely cold outside. How delightful!
844	Wrapping up CROTCHED MOUNTAIN commercial tonight, and packing everything up to head up to Loon Mountain Resort... http://t.co/g0IXxNJE6g	0	Finishing up the CROTCHED MOUNTAIN commercial tonight and preparing to pack everything up for the trip to Loon Mountain Resort.
845	Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee http://t.co/Cm1UldR6d5	1	Oh! Someone knows how to unfollow others. I'm genuinely impressed! #beforeCoffee
846	": When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear"	2	It's like when some archers fight with flexible bows, similar to how hoplites fight with rigid spears. #Archer=#Hoplite #Bow=#Spear
847	@stephen__tommy and yeah I set it at 130 not 150 because overworking your rookie pitchers is totally okay	1	@stephen__tommy and yeah, I set the workload at 130 pitches instead of 150 because it's perfectly acceptable to avoid overworking rookie pitchers.
848	@RichardCarter Thanks, that'll help loads	1	@RichardCarter, thanks a lot for your assistance. It's greatly appreciated.
849	I come up with some ridiculous scenarios in my head :thought_balloon:	0	I often come up with absurd scenarios in my mind. 🤔
850	Count Pushkin to End this fvckin night smh	0	Count Pushkin, please put an end to this frustrating night. It's really disheartening.
851	@falchions i wanna do mine but im a pussy	2	@falchions, I want to do mine too, but I'm too scared.
852	Hungry and hungover  #a  #good #day	0	I'm feeling hungry and suffering from a hangover. It's going to be a challenging day.
853	Well my mornings going very nicely:smiling_face_with_smiling_eyes:	1	Well, my morning is going quite well. 😊
854	"Where you our #ShamiWitness now?  |""@Dannymakkisyria: The gunman is also said to be monitoring social media activity #sydneysiege"""	3	"Where is our #ShamiWitness now? |""@Dannymakkisyria: The gunman is also reported to be monitoring social media activity during the #sydneysiege"""
855	Did #lyntoncrosby invent #CameronMustGo ? Puerile attacks on @Ed_Miliband in RW press provoked #webackEd which led to #CameronMustGo	2	Did #lyntoncrosby create the hashtag #CameronMustGo? Immature attacks on @Ed_Miliband in the right-wing press sparked the #webackEd movement, which led to #CameronMustGo.
856	"@AJtedded: Aaaaaand to read ""Big Sleep"" because can't get any sleep...  http://t.co/BzEhrjZEKS"	2	"@AJtedded: And now I'm going to read ""Big Sleep"" because I can't get any sleep myself..."
857	@K_TR69 @tracieeeeee @KDunham4Prez too much of that herb. New trend of potheads contributing to society maybe? Darn that	1	@K_TR69 @tracieeeeee @KDunham4Prez, maybe it's because they consume too much of that herb. Is it possible that potheads are now contributing to society? Well, darn that!
858	"Yo I got ten squad members in Khajo Chris said as he tears up...|""You ain't a gang member..."" Kevin responded |#thuglife"	1	"Yo, I have ten squad members in Khajo. Chris said, tearing up... | ""You're not a gang member..."" Kevin responded. #thuglife"
859	is just #one of the many services I offer to #people who ask #stupid questions.	0	Offering sarcastic responses is just one of the many services I provide to people who ask foolish questions.
860	Today is a fabulous day  #Work #Ugggh	1	Today is an amazing day, but I'm not looking forward to work.
861	Double standards are always a fun thing	1	Having double standards is always an amusing thing.
862	never expected you would LIE as much as you do back when i first encountered you @RBRNetwork1 @BrianBullinger @goteamslots	0	I never expected you to lie as much as you do. When I first came across you @RBRNetwork1 @BrianBullinger @goteamslots.
863	Yeah nice hair babes  :face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX	1	Your hair looks great, babe! 😂😂
864	@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.	0	@THEHermanCain, racism is predominantly found among liberal Democrats. Democrats rely on fostering racism and division to maintain control. It's a strategy of divide and conquer.
865	The @PuneLUG moderation queue is flushed once every one planet Miller hour!	3	The @PuneLUG moderation queue is cleared once every Miller hour on the planet!
866	I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD	0	I'm thrilled that Thad, the Lead Multiplayer Designer for Hardline, started following me. XD
867	Merry Christmas @Battlefield @leveluptime @dirtydeathdog @zachulon @covernode @YaraTwit @VisceralGames XD Thanks for making #BFHardline ^_^	0	Merry Christmas to @Battlefield, @leveluptime, @dirtydeathdog, @zachulon, @covernode, @YaraTwit, @VisceralGames. Thanks for creating #BFHardline. ^_^
868	I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor	0	Tomorrow, I have the entire day to indulge myself and have a wild time with Julia and Raven in the Bay. #whatmorecouldaguyaskfor
869	@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays. http://t.co/jJisVrSaGY ... Yes, crisis averted	1	@rcarrick: Gas prices in Ottawa are below $1 per litre. Happy holidays. Crisis averted.
870	Yay time to clean....  so tired	1	Hooray, it's time to clean... but I'm so exhausted.
871	Nailed it  #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G	1	I totally nailed it! #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject...
872	If BJPee hv balls ,do dare to lift ristrictions 2mro ahead of Modi's #Kashmir visit,Kashmiris wl show u how much thy love #Modi.|	1	If BJPee has the courage, they should lift restrictions tomorrow ahead of Modi's #Kashmir visit. Kashmiris will show them how much they love #Modi.
873	A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii  http://t.co/zX7sqmztxe	1	A selfie that shows my exhaustion! But somehow, I still look #freshh :P After a long day at work! I love my university.
874	Here comes the universe. #TMLtalk #Leafs	0	Here come the Toronto Maple Leafs, making a presence in the universe. #TMLtalk #Leafs
875	@goodgary99 okay went to court the case got adjourned till January.. My backs been playing up so in some pain :weary_face: wbu? X	0	@goodgary99 Okay, I went to court, but the case got adjourned until January. My back has been bothering me, so I'm in some pain. :weary_face: How about you? X
876	#oldfriends#are#old#anymore http://t.co/ZAS59mWKBw	0	#oldfriends #are #not #old #anymore
877	@Neilby70 @ParkzTheDon :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes: He would get floored in one poke :see-no-evil_monkey::white_smiling_face:️:white_smiling_face:️:ok_hand_sign:	0	@Neilby70 @ParkzTheDon :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes: He would be easily defeated with just one poke. :see-no-evil_monkey::white_smiling_face:️:white_smiling_face:️:ok_hand_sign:
878	Thanks @garrynewman for taking down http://t.co/Putii8Waue <3 We all love you for this <3	1	"Thank you, @garrynewman, for taking down <a href=""http://t.co/Putii8Waue"" target=""_new"">http://t.co/Putii8Waue</a>. &lt;3 We all appreciate and love you for this. &lt;3"
879	Family time is nice and all, but I'm ready to be back at work on this fine morning.	1	Spending time with family is nice, but I'm ready to get back to work on this beautiful morning.
